column1;accent;age_range;gender;location;province;userid
5546;normativo;less-19;masculino;36057;36;6c06e2ff-85fe-46bd-a234-ef5e4d84a11a
5547;normativo;less-19;masculino;32085;32;03bbedc1-e75f-4e8f-b31f-70b8337a9cf6
5548;normativo;range-50_59;masculino;15030;15;474ac833-5a9b-482b-b0a3-19a6f57e5d7d
5549;normativo;range-20_29;femenino;36038;36;e6851667-8b11-434b-8007-ef003f46b9b2
5550;normativo;range-40_49;femenino;15036;15;7aa67c3a-57a7-495f-9d76-174fbd69be46
5551;normativo;range-20_29;femenino;36038;36;19c0051c-0c39-40f0-a61d-1ca644822fe5
5552;oriental;range-30_39;masculino;32008;32;38c1c966-450b-49e4-8daa-0defb461d8bc
5553;oriental;range-30_39;masculino;32008;32;64c4f649-f4ab-413c-998a-5c49616d23ce
5554;normativo;range-20_29;femenino;36038;36;033bc8c5-0612-4c0c-84a6-5b45d45e4e5f
5555;atlantico;less-19;masculino;15023;15;764cdc87-5e2f-4f6a-b394-3d74a06d3f52
5556;atlantico;range-20_29;masculino;15033;15;4a1beb70-2917-4535-b980-c5dcb8df8652
5557;neofalante;range-40_49;masculino;15078;15;98e0b343-29e6-4a1b-a555-777d31739fbb
5558;atlantico;range-40_49;masculino;36056;36;08b512af-fff0-47ba-9ab4-97658b68f165
5559;central;range-30_39;femenino;15066;15;1b28b0da-2160-4c1c-b45c-9a3d95d5c734
5560;normativo;range-20_29;femenino;15078;15;d42925c3-9cea-465d-884a-87a3c6c18dce
5561;neofalante;range-20_29;femenino;36021;36;7e0f0597-1404-46c7-98ff-6ad90b6e8bec
5562;atlantico;range-20_29;femenino;15078;15;b6227e32-1890-403a-9082-0a4e1dc478d7
5563;atlantico;range-20_29;masculino;15045;15;c900580f-1a26-480f-a63c-21879f54ad89
5564;oriental;range-30_39;femenino;32085;32;9c450053-f1f4-4c81-83d7-b6f7c659efb1
5565;atlantico;range-20_29;masculino;15045;15;4d3569f4-2ccf-4969-b963-2ea1fd12897f
5566;central;range-30_39;femenino;15066;15;721c2e18-7976-47c1-943d-609f498dca29
5567;atlantico;range-50_59;femenino;15016;15;423e8cec-7acb-4792-b22e-6fc1fee1a6cc
5568;normativo;range-20_29;femenino;36057;36;13c5e2de-47e8-425e-bf32-e4efb5a7fb64
5569;normativo;range-20_29;masculino;36042;36;98bc15a4-7bbf-45fb-910a-9b478a0930fe
5570;atlantico;range-50_59;femenino;15016;15;115ee81a-dae3-4ff8-8b25-f2c6acb09a01
5571;normativo;range-20_29;masculino;32069;32;5d307440-9773-49dc-bf98-e204a30f3abf
5572;neofalante;range-40_49;masculino;15030;15;006833d0-9e2c-42d3-b330-5dbae5be3697
5573;normativo;range-20_29;femenino;36057;36;3637cb7c-c14e-4f6d-ba58-3f13de936e0d
5574;oriental;range-40_49;masculino;32052;32;7d65c5d6-cb28-423c-886b-7581b3d8772e
5575;oriental;less-19;masculino;27018;27;91a716ee-fa33-403d-ad39-72799f590c08
5576;neofalante;range-40_49;femenino;36026;36;d268d2e1-9c7f-4de6-bbf2-e69bb8f1ca86
5577;normativo;range-60_69;masculino;27009;27;4dbf9f92-d2dd-4855-ad04-b7bf8a53887a
5578;normativo;less-19;femenino;27031;27;c3b78342-cb68-4fb2-b9ea-fb33b43db4c6
5579;normativo;range-70_79;masculino;15036;15;8d0441df-5850-46ec-ba65-421a15d36635
5580;oriental;range-20_29;femenino;27028;27;ab51bafd-cf6b-4b77-9a6f-8a9ecd45bc99
5581;normativo;range-30_39;masculino;36057;36;4edc1385-f5d2-4a32-9be9-eda74c131dce
5582;atlantico;range-40_49;femenino;36034;36;724e007d-77cc-47ef-ab5c-ed5b91919d8a
5583;oriental;range-20_29;femenino;27028;27;fe3c6ad7-88d0-4894-ab00-585ad0b30775
5584;atlantico;range-40_49;femenino;15033;15;ee10f07d-8980-416d-abd6-bce2c75472fc
5585;oriental;range-30_39;masculino;27046;27;37b1d3da-6dee-493a-9c6b-5c4b6635c716
5586;atlantico;range-40_49;femenino;36034;36;a18c6043-f168-4ad2-983b-bfe2c88a4603
5587;neofalante;range-20_29;femenino;15078;15;27def2c7-dbf2-44ee-9544-484bac84cfba
5588;central;range-20_29;femenino;36043;36;cb69863d-7e2f-43b2-a7d3-dff136414ab4
5589;central;range-30_39;femenino;15019;15;f85d8c8b-5da6-47b6-bb4e-fcbfc7465685
5590;oriental;range-40_49;femenino;32085;32;65b714d6-c79d-4a7c-bedd-398b0330ed74
5591;central;range-20_29;femenino;36043;36;d6faafa4-ace2-4c54-8b17-12690fd47e39
5592;atlantico;range-40_49;femenino;15033;15;d49c410e-0fd4-4b4d-a9f5-2c7659071bcc
5593;oriental;range-40_49;femenino;27018;27;e10013d8-5b11-447f-a67e-65244ab868d1
5594;normativo;range-30_39;femenino;36057;36;a1741d1d-7161-4645-90d7-601c873c147a
5595;normativo;range-20_29;femenino;36057;36;5cd84d30-e400-4f02-8143-d2f589bb522d
5596;neofalante;range-40_49;femenino;36902;36;05dabf0e-477a-4eaa-ac56-a655a235425f
5597;atlantico;range-20_29;femenino;15011;15;de00eaed-9a3c-4f95-8512-419636cebcbf
5598;atlantico;range-40_49;femenino;15033;15;9f1d8ee5-8994-4454-b9d3-4bdae70804b4
5599;neofalante;range-30_39;masculino;36057;36;3bcc1bcb-5949-487c-9c9b-64f0b3f5149e
5600;normativo;range-40_49;masculino;32054;32;dc36d995-6a9c-46ca-b32d-bb4aeeb6d2c0
5601;normativo;range-30_39;masculino;36057;36;ddd2ad1c-5e0c-46f9-91f6-7ecebe784139
5602;normativo;range-30_39;masculino;32085;32;7402f3ca-440a-413c-93c9-8451fb51298b
5603;normativo;range-30_39;masculino;32021;32;dd3d0d85-ca85-4ae6-85e6-8760dd67aa06
5604;not-shared;range-30_39;femenino;15054;15;f589ad16-127d-4c6c-956e-a64f8a0d2e6f
5605;neofalante;range-30_39;masculino;36057;36;3da67d07-cf54-46cb-9776-2dbdbe09b2aa
5606;not-shared;range-30_39;femenino;15054;15;be4bc58e-0cae-46f8-821c-76ccb80d3ca6
5607;central;range-70_79;femenino;36005;36;4c91584a-8cf9-436e-933c-f169002e4979
5608;central;range-20_29;femenino;15077;15;2357166d-9f80-4019-9f33-1034c824a69a
5609;normativo;range-30_39;femenino;27065;27;cc2d7223-60ee-4baf-aa1a-13b5b42298a0
5610;normativo;range-60_69;masculino;36057;36;592906ca-4d9c-460f-8f2c-d0a877c3f4a2
5611;central;range-30_39;femenino;36005;36;8af6acc8-198b-425a-9e81-0759da15978c
5612;normativo;range-60_69;masculino;36057;36;ce5bf244-fc69-47bd-bc82-99a12c8525cc
5613;normativo;range-20_29;femenino;36010;36;da8f2c37-fe63-4974-8206-1d34d1f89fc7
5614;normativo;range-70_79;masculino;15036;15;60ffddb5-e6a5-414b-9b26-6c671755cb59
5615;not-shared;range-20_29;masculino;27902;27;99fd5bd8-15e1-4b4f-a22c-1d572ace12cc
5616;neofalante;range-40_49;masculino;other-location;other-location;92fa89cd-6667-4391-ad4a-2da15f00ae89
5617;oriental;range-20_29;femenino;32052;32;350e5f4f-c8f4-4efe-a4fc-abcad7a06d61
5618;central;range-40_49;femenino;15082;15;5acb7dd5-0fc5-4acb-beba-391ec59b0096
5619;not-shared;range-30_39;masculino;32046;32;401b7956-fff3-4004-8272-c80344dafa26
5620;atlantico;range-30_39;femenino;15041;15;8098b425-5677-4c0f-a391-ef6b4eeda399
5621;normativo;range-20_29;femenino;32008;32;c42e27de-ec0e-47fc-bd8f-b11b9f11ca42
5622;not-shared;range-30_39;masculino;32046;32;cd818cf7-8609-4eb7-ab56-36b6adc47eb5
5623;central;range-20_29;femenino;15088;15;9c83d543-556c-4f0a-bdd2-b8498d0db64a
5624;normativo;range-30_39;masculino;32054;32;85501147-952a-4dcf-8080-936963f2cf77
5625;neofalante;less-19;femenino;other-location;other-location;cfdaa752-9f6f-49ac-838d-c8380a45518f
5626;normativo;range-60_69;femenino;15012;15;3127dd9b-dafc-428e-a097-c3c90653257c
5627;not-shared;less-19;masculino;36033;36;f831603e-8a1e-46ec-8932-d031a83d88e4
5628;not-shared;less-19;femenino;36057;36;799961b5-4451-4af9-9d4c-83680189d374
5629;neofalante;range-20_29;masculino;36057;36;d1f9d083-4da2-4ec5-a121-e6e77a2b85e0
5630;central;range-30_39;masculino;27066;27;8ecebb95-234a-4db0-958c-4955d9c3effe
5631;central;range-30_39;masculino;27066;27;67a63753-14d3-4229-8780-5cb6f04f7f9a
5632;central;range-30_39;masculino;27066;27;e7f0031f-faa5-43bf-a34a-c207abcab6cf
5633;central;range-30_39;masculino;27066;27;2adb67f4-7c37-4449-aafc-546d143e9e18
5634;central;range-30_39;masculino;27066;27;e69476ae-7504-4748-b517-14984b42a390
5635;oriental;range-30_39;masculino;27018;27;69503e77-5100-470c-9916-890b2a807b38
5636;normativo;range-20_29;femenino;27024;27;29210660-6eec-4847-b81f-b52e418324b5
5637;normativo;range-30_39;femenino;36059;36;794be792-7831-46f1-97cb-9757c28f8e56
5638;normativo;range-20_29;femenino;27024;27;c8ba1f32-fbe1-4167-9564-85837356ef2f
5639;central;range-40_49;not-shared;36015;36;eee4bc16-209e-435e-8522-c00a76b854ff
5640;central;range-60_69;femenino;15084;15;43702526-4551-409f-b550-19f34f40d32e
5641;normativo;range-20_29;masculino;not-shared;36;f2f1d9b1-9a02-4d37-be59-3b6a7a81236d
5642;not-shared;range-30_39;femenino;15024;15;067f1384-3d1a-4adc-bc85-d35bbc2aa372
5643;atlantico;range-20_29;masculino;36057;36;d393452c-9f0a-4b1a-8ebb-4ec85870c3e8
5644;normativo;range-20_29;femenino;36057;36;04c2126f-8033-4042-9398-62c5357bba6f
5645;central;range-40_49;femenino;15014;15;55ba3843-a5f6-425a-9c1c-ec47b76ffb4e
5646;normativo;range-30_39;femenino;15031;15;237a8761-3a4c-4b0f-90a4-7882b882fa8b
5647;normativo;range-30_39;femenino;15031;15;1caa2e6c-a075-4719-96cc-fd3bda71b027
5648;atlantico;range-20_29;masculino;36008;36;b9358d12-39d2-4a24-9ed4-5b44d2b10ac9
5649;normativo;range-20_29;masculino;27016;27;c9db7ad7-9f16-4b3f-86ca-f78d139ccdfb
5650;normativo;range-20_29;masculino;27016;27;70bbe5d5-a100-4944-aa3e-50da03d1f58a
5651;normativo;range-20_29;femenino;36057;36;76321396-c6ac-467b-b263-3d146d120727
5652;atlantico;range-30_39;not-shared;15057;15;f65cadca-ae4f-454b-9d4b-6d4f037c0718
5653;oriental;range-30_39;femenino;27048;27;eaea8385-3683-41a9-98d0-0c84981a1ce3
5654;normativo;range-40_49;masculino;36038;36;06826e18-c0a2-4cea-b988-f4e33ce0c356
5655;normativo;range-40_49;femenino;36057;36;4b64fc80-40a3-4480-9d8c-98a99e3d6668
5656;oriental;range-30_39;femenino;27058;27;835abc7a-96b9-4bb6-9231-4ff33154a2b5
5657;atlantico;range-40_49;femenino;36026;36;b58acdb0-1129-4fea-9862-209d6b4131fb
5658;neofalante;range-30_39;femenino;other-location;other-location;d8bf143d-6966-4ca9-9fa8-9a53296b290e
5659;normativo;range-30_39;femenino;15006;15;e2ad5af1-c073-4fb3-a693-e806808e8ce3
5660;central;range-40_49;masculino;15054;15;20dc9ab6-8901-4a1b-876a-d6e06c05b632
5661;normativo;less-19;masculino;15078;15;1b366395-870d-49ea-a3cd-05bde517cfaa
5662;neofalante;range-20_29;masculino;36042;36;3f38a6db-fe73-421f-8f07-827c15fcae0b
5663;normativo;range-20_29;femenino;36057;36;617621cf-52df-4c91-8b40-1503b3441079
5664;normativo;range-40_49;femenino;15054;15;6bf30b7f-26ba-4fd6-b331-1e7475d453b5
5665;normativo;range-40_49;femenino;32007;32;a78aee34-a239-4677-9856-7af391c58d57
5666;normativo;range-40_49;femenino;15022;15;44ba5381-79da-4cbf-8995-080d7d32dc50
5667;atlantico;range-40_49;masculino;15062;15;4ff0d4b4-d4e8-4993-8340-9cf39c7f2920
5668;atlantico;range-20_29;masculino;36061;36;bcb9a718-6eec-468c-9b8d-d383aa421ced
5669;not-shared;range-50_59;femenino;36057;36;ee30132a-195a-4f5f-91c6-b25127005ab3
5670;normativo;range-20_29;femenino;36042;36;8d05944c-55ff-465f-885c-1836aad9f195
5671;central;range-20_29;femenino;15078;15;be0b7476-6f60-4086-bfda-1915c2355151
5672;normativo;range-30_39;femenino;15030;15;fdaddbb4-0517-42b0-864f-da12d9d9b313
5673;atlantico;range-40_49;femenino;36022;36;9178872e-65b1-4e43-af57-7feb0642137c
5674;neofalante;range-20_29;femenino;36054;36;47df1f06-a7b2-4c04-988a-bb9b28d171fc
5675;normativo;range-20_29;femenino;32021;32;3a2a5d7c-6895-4140-9911-1149d2b5f91b
5676;atlantico;range-60_69;femenino;15078;15;cac222bf-7a3d-431a-89b9-d1abf4ee52ab
5677;neofalante;range-30_39;masculino;36057;36;81cc20b9-64c1-4421-aabf-fcdc85cced62
5678;not-shared;range-20_29;femenino;27066;27;d2ee32d7-008d-4a5f-9794-f0c89e7b67f3
5679;atlantico;range-20_29;femenino;36901;36;6d6eac86-26ce-4e1f-beb6-233150f5ef4f
5680;neofalante;range-20_29;masculino;36042;36;52a1ceee-f758-4ea6-aef9-3db7bed337ba
5681;neofalante;range-50_59;masculino;36038;36;75d0ffa3-c48b-40d7-bc49-ba405f246d12
5682;neofalante;range-20_29;femenino;36054;36;f5d73efe-7df8-4229-bc8e-ec84153b7c29
5683;neofalante;range-20_29;masculino;36042;36;7cce23c2-adc1-4c7c-8c19-adff30cf7539
5684;normativo;range-60_69;femenino;36057;36;8b776e00-139a-4c2f-92db-98311f78a2d0
5685;normativo;range-60_69;masculino;15078;15;01be8883-7ffd-48f5-9fff-64c7a32ba96b
5686;not-shared;range-20_29;femenino;36049;36;0ce4a1f9-7be4-4207-9329-c750ddbc0a73
5687;not-shared;range-20_29;femenino;36049;36;2104e30b-f9de-43b5-b597-76f819acffd9
5688;atlantico;range-40_49;femenino;15023;15;07af2cfe-fb50-44b4-88fd-78323f0a194a
5689;normativo;range-30_39;femenino;15020;15;fe97afd5-84cd-42e8-a4ee-6f6af48b1325
5690;normativo;range-20_29;femenino;36038;36;b315f94a-d4c6-468f-8810-dcf82fb65244
5691;central;range-30_39;femenino;15032;15;f647214a-29de-4208-a81f-3aeabc9cf2bc
5692;normativo;range-20_29;femenino;36023;36;17d6f9c4-308d-4fcb-a121-42143919bca1
5693;normativo;range-40_49;femenino;36057;36;a766559a-830b-42a4-b54c-d99fb9e7174a
5694;oriental;range-20_29;femenino;32072;32;b27c4b28-d094-4cef-b589-21a1906e48ab
5695;normativo;range-50_59;masculino;27901;27;c901d9ea-d566-48c2-96f3-dd8189c5b78a
5696;normativo;range-30_39;femenino;27022;27;760e6772-f451-4ae9-8e2b-97a40db1d1d6
5697;normativo;range-30_39;femenino;36039;36;b17b9bc7-414e-44ca-9adb-04f68856242b
5698;normativo;range-30_39;femenino;36039;36;d5228981-e95f-4217-bc64-74f5cc9b9791
5699;atlantico;range-20_29;femenino;15011;15;cb649cc0-f2d2-4d95-8f78-6958d2e95f0f
5700;atlantico;range-20_29;femenino;36022;36;56769187-49ca-48a3-843a-dbfe8fd55892
5701;atlantico;range-20_29;femenino;36022;36;ecf84273-7872-4f81-b331-01746605baad
5702;central;range-20_29;masculino;15059;15;92e44fb0-aef8-455f-b507-4ccccf4c7b49
5703;atlantico;range-40_49;femenino;15068;15;9a3600ab-e84c-419d-8923-fa30c760375a
5704;normativo;range-30_39;femenino;27902;27;7e5d27ee-7314-4637-a3df-e005286576ee
5705;central;range-30_39;femenino;15006;15;3eec9fb9-39cd-4f51-a3ff-c73a6015c6eb
5706;central;range-30_39;femenino;15006;15;0de26848-566c-4f38-881d-51c1c33f4786
5707;oriental;range-40_49;femenino;27045;27;7ff9c2a6-e180-4116-b0db-c67e690aba09
5708;normativo;range-50_59;masculino;15036;15;51622391-8783-4515-9c36-b5c33f440955
5709;normativo;range-50_59;masculino;15036;15;2a543efa-f2b8-4cdd-80ce-a283c537c60c
5710;not-shared;range-30_39;femenino;36057;36;14cf5412-cf2b-40dd-9ea7-6ff04d7979b5
5711;not-shared;range-30_39;femenino;36057;36;085cfa84-392f-4045-b3ec-dda95063aea4
5712;central;range-40_49;femenino;15089;15;f3de61ba-0d3a-4f8f-bc13-dce4196df8e4
5713;central;range-60_69;femenino;36001;36;86feede0-3adb-4305-bc83-9221f8460783
5714;normativo;range-40_49;femenino;15017;15;afab84d7-222a-4a20-9780-c8e9db603882
5715;not-shared;range-50_59;femenino;36057;36;a4323695-a915-479b-86cd-c1cb1c2c0b3f
5716;not-shared;range-50_59;femenino;36057;36;9dc25e0e-5182-4842-8b98-c22f443a895e
5717;oriental;range-50_59;masculino;27056;27;240640d5-ebbe-403f-88a5-81de5562abaf
5718;normativo;range-70_79;femenino;27001;27;67c3f856-55e2-4075-b01d-3bf11ea31a7d
5719;normativo;range-40_49;femenino;32036;32;55169701-6921-4d5d-a710-d21545774230
5720;not-shared;less-19;femenino;36045;36;633c50a3-cb24-466c-b8cd-ee4703625725
5721;not-shared;less-19;femenino;36045;36;7822d910-9be2-4bde-ba61-e6628a68896d
5722;not-shared;less-19;femenino;36045;36;bbc47ea8-314a-4be9-a8d6-d1ed2fdacc2e
5723;not-shared;less-19;femenino;36045;36;99f10a48-51e6-40d0-bd14-2fdf5b230760
5724;not-shared;less-19;femenino;36045;36;90f9e886-f80e-441a-9d81-64c1af8f1ec1
5725;not-shared;less-19;femenino;36045;36;8977ebc8-eaaf-421b-b59f-64460039bd5e
5726;not-shared;less-19;femenino;36045;36;c0703f22-64d7-4bad-a493-71a2bdc4d674
5727;normativo;less-19;femenino;36045;36;c4e14ca7-f7fd-455e-b245-0cc676271b0f
5728;normativo;less-19;femenino;36045;36;dda9aa18-916f-4a7e-9827-2445a870367f
5729;not-shared;less-19;femenino;36045;36;0b5692db-7687-4982-8407-cb0b1200342b
5730;normativo;less-19;femenino;36045;36;933b2884-2012-418f-883a-d4f8f48ccd86
5731;normativo;less-19;femenino;36045;36;94dbdd2e-36b3-4639-bd05-e9c80f95007e
5732;not-shared;less-19;femenino;36045;36;c986fc11-4ce7-4884-bef6-6f12de290d5b
5733;normativo;less-19;femenino;36045;36;a82a3795-0902-48d8-b5fd-a8711ff03fdf
5734;not-shared;less-19;femenino;36045;36;da263454-d054-4e7c-ad50-a8f7f25411c9
5735;normativo;less-19;femenino;36045;36;87c200c2-93ee-4049-9322-8368b8a2058d
5736;not-shared;less-19;femenino;36045;36;b75237dd-1877-4d02-9fb8-403a52a368d8
5737;not-shared;less-19;femenino;36045;36;c3ee3beb-3340-428b-903e-240c8d873753
5738;not-shared;less-19;femenino;36045;36;6c855b34-3bdd-4dc6-892d-83f2e9d05683
5739;not-shared;less-19;not-shared;36045;36;d5d47db1-4634-4561-a068-d4eb62be9aff
5740;not-shared;less-19;femenino;36045;36;4b53aa56-1567-44f7-acc4-427174820005
5741;not-shared;less-19;not-shared;36045;36;e07fe8bc-0cd6-459b-92cf-c6948700300d
5742;not-shared;less-19;not-shared;36045;36;c747fab6-17ee-406b-85d1-4ae55bad68f4
5743;not-shared;less-19;not-shared;36045;36;98b8e383-4678-4d9c-8643-cf21f483aff3
5744;not-shared;less-19;femenino;36045;36;7e64d28c-1ca6-4491-8545-82988276d636
5745;not-shared;less-19;not-shared;36045;36;4ed1e306-c60a-4526-af2c-da8fe44922ee
5746;not-shared;less-19;femenino;36045;36;62e0c408-0850-40b1-9f6d-50a0980055cf
5747;not-shared;less-19;not-shared;36045;36;a46fd105-eda5-47f4-bd77-483724616c9c
5748;not-shared;less-19;femenino;36045;36;986a845c-eeb6-4be1-a341-44f37e01573b
5749;not-shared;less-19;femenino;36045;36;277111b5-e796-4f40-9cfa-9f603db96fab
5750;normativo;less-19;femenino;36045;36;92e5a1cf-bac8-4c39-9ff9-459baa7ea1a4
5751;normativo;less-19;femenino;36045;36;4bcba00a-36d6-4020-8916-f3895ad8d453
5752;normativo;less-19;femenino;36045;36;e921f196-5924-4df9-891b-bc01655ff229
5753;normativo;less-19;femenino;36045;36;6660b070-47ab-468f-b720-8c55ab5c30b6
5754;normativo;less-19;femenino;36045;36;fec0d0fd-5700-45f9-9e70-cbd83a68b947
5755;normativo;less-19;femenino;36045;36;f9c0959d-9f65-4380-b60d-9465a159c39f
5756;normativo;less-19;femenino;36045;36;526f9951-f3a3-4f16-bf23-1610784dcc69
5757;normativo;less-19;femenino;36045;36;df0af975-4f18-4dea-a7fa-5e56989f2cb3
5758;normativo;less-19;femenino;36045;36;dafe09c6-8b43-4696-835d-16ef78853ba7
5759;normativo;less-19;femenino;36045;36;53f8e8ae-8531-4a61-bef1-ab3109ff1129
5760;normativo;less-19;femenino;36045;36;65ef0cc5-981c-4a6d-b73e-0fb595bf4835
5761;normativo;less-19;femenino;36045;36;c6147611-db3b-49ea-92dd-ab09f855f1af
5762;normativo;less-19;femenino;36045;36;0ff01429-1033-485c-be02-10221f80e7f6
5763;normativo;less-19;femenino;36045;36;d320b2ff-6fc2-4dca-acad-fa302d480cc1
5764;normativo;less-19;femenino;36045;36;aa194f10-8931-4ae3-a84c-efc928a5cb2a
5765;normativo;less-19;femenino;36045;36;9dc9f7a9-a302-41e9-899f-b477b30418f1
5766;normativo;less-19;femenino;36045;36;60f3dcaf-7dfb-4a48-8fbb-1f14247c73b2
5767;not-shared;less-19;femenino;36045;36;cad1b5f4-83d4-4442-8d85-c44ddb7761b0
5768;not-shared;less-19;femenino;36045;36;3de846db-88c5-46df-97e0-daffb15a6d85
5769;not-shared;less-19;femenino;36045;36;90cde1c7-cca6-4b23-b624-a39112db8941
5770;not-shared;less-19;femenino;36045;36;64ea7893-5e13-4354-8400-e45a6b97d017
5771;not-shared;less-19;femenino;36045;36;79cac587-3d08-433d-9e0b-d813a83349e8
5772;not-shared;less-19;not-shared;36045;36;ded13026-c53f-44c2-9477-b4072e967f89
5773;not-shared;less-19;masculino;36045;36;0835f61b-eda4-45d0-981a-d98454e66190
5774;not-shared;less-19;masculino;36045;36;ef5ad5a4-064f-48de-a06a-8b9a027f6570
5775;not-shared;less-19;masculino;36045;36;cd6fc45a-970e-43bf-b952-5907e402b163
5776;not-shared;less-19;masculino;36045;36;44f723f8-31d3-43dc-be10-3d6ce26e1067
5777;normativo;less-19;masculino;36045;36;07855c51-32dc-4ad1-91e5-945fe6bd11f7
5778;normativo;less-19;masculino;36045;36;11bdd0be-b637-4998-a4c8-63df29cbe691
5779;normativo;less-19;masculino;36045;36;dcfd03d0-cf5f-47ac-a558-80b738b7f0f9
5780;normativo;less-19;masculino;36045;36;c7f918bd-c40d-4f60-b140-5a58d5c05dbd
5781;normativo;less-19;masculino;36045;36;dc194d99-ded0-4037-ac1a-7467a8df116f
5782;not-shared;less-19;femenino;36045;36;1212d792-d638-4ffa-a24a-1c9711d07b1e
5783;normativo;less-19;masculino;36045;36;408df44d-3cfb-44d8-843d-cd0a3bcaa6db
5784;normativo;less-19;femenino;36045;36;a93a79d0-76d3-4ca5-b303-229fcf0bf73e
5785;normativo;less-19;masculino;36045;36;8cc911d1-e679-41ad-b716-2c591fd72593
5786;normativo;less-19;femenino;36045;36;175522e7-b0fd-4a9e-86be-0cc91dcfe179
5787;not-shared;less-19;masculino;36045;36;e179e38e-4b11-47e5-8db1-aefed4870db5
5788;normativo;less-19;masculino;36045;36;4821aa09-217a-4413-8b34-6045a5ab0bf9
5789;oriental;range-30_39;femenino;32032;32;98da2132-230e-436c-80c7-bc882f206a7b
5790;oriental;range-30_39;femenino;32032;32;1c230349-34db-400e-b8bd-daaae836139c
5791;central;range-30_39;femenino;15006;15;613fdb29-2dd3-45e4-94e0-9a76d8f447e0
5792;central;range-30_39;femenino;15006;15;4bc2f2d7-dcd1-4d09-8cd6-173f191005ac
5793;normativo;less-19;femenino;36045;36;ae46ae37-657b-4d96-82db-a921e6dc5fa1
5794;normativo;less-19;femenino;36045;36;6f46d78a-19c6-41bc-93df-8c095a1a45fb
5795;normativo;less-19;femenino;36045;36;fefe0294-cf5c-4a8c-ac9c-9335e27e5590
5796;normativo;less-19;femenino;36045;36;05cb71e5-3c40-486e-aa2f-c2b10b38c880
5797;normativo;less-19;femenino;36045;36;89079708-eed0-4576-873b-3e93b845e0f9
5798;not-shared;less-19;masculino;36045;36;f06844f2-87af-4581-8228-91aae2fee811
5799;not-shared;less-19;masculino;36045;36;046005e7-3f33-443f-8c48-2d9309b7c8f6
5800;neofalante;less-19;masculino;36057;36;2ff350e9-d98f-4811-8640-56a94ed43a56
5801;neofalante;less-19;masculino;36057;36;49593694-16d8-47e2-8417-5a5ba3338f90
5802;neofalante;less-19;masculino;36057;36;4a36efaa-6117-4517-af2a-60fcd4e0435e
5803;neofalante;less-19;masculino;36057;36;868dfaa5-c8c1-4de2-a965-a353b8fb4bed
5804;normativo;less-19;femenino;36045;36;502ba64a-0711-4ea7-8c14-faa8b6106fb1
5805;normativo;less-19;femenino;36045;36;89668d1e-9521-4285-b30f-6680938d8fa3
5806;normativo;less-19;femenino;36045;36;9990362c-776e-4cfd-ab79-7f2f0ccf7cd7
5807;normativo;range-20_29;femenino;36057;36;9760cc11-87ed-4a0b-ade0-00641da50f02
5808;normativo;range-20_29;femenino;36057;36;29c4f5b6-cbf5-4fba-868a-f1abec302c45
5809;normativo;less-19;femenino;36045;36;39de713e-52c2-4eff-af7b-e933e1cc1d3c
5810;normativo;less-19;femenino;36045;36;b695d9d5-9347-4620-90e8-4da582c9e007
5811;normativo;less-19;femenino;36045;36;925b7463-c7a7-4e1e-a4d4-27c2dde8f119
5812;not-shared;less-19;femenino;36045;36;742e9bd3-8901-4795-8eec-f054fb15f5b8
5813;normativo;range-20_29;femenino;36057;36;460e7166-c535-4c23-b9e2-f9e8f4246fa9
5814;normativo;range-20_29;femenino;36057;36;ddd7296c-8d90-4e7a-957e-438a8f290ddc
5815;normativo;range-70_79;masculino;15036;15;8b12bd4a-ffc2-4c90-96d4-622a25d30a36
5816;normativo;range-70_79;masculino;15036;15;a13eacc1-bc1f-4e78-9d82-1ca90fa491db
5817;neofalante;range-50_59;masculino;other-location;other-location;933b96f9-edcc-4766-bf8c-83598f8e8680
5818;normativo;range-40_49;masculino;36057;36;175d58c3-dfbc-4c91-8bc3-29451b5170e0
5819;normativo;less-19;femenino;36045;36;817917b4-9fe3-4999-8b33-2b78c95c532b
5820;normativo;less-19;femenino;36045;36;96a9eb46-08b2-49dd-ad64-59a766630530
5821;central;range-30_39;femenino;15032;15;6569dcb9-df3d-4f55-a515-a4cb084c03f0
5822;central;range-30_39;femenino;15032;15;6be8cd92-1b3e-43a5-bf1b-866fd1b35d3a
5823;oriental;range-20_29;femenino;27011;27;d23c15b7-4247-4933-8d33-5fb3ba82b7db
5824;normativo;range-60_69;femenino;32070;32;d45c19c5-3963-4f00-b5d6-69f9ef7205d5
5825;neofalante;range-40_49;femenino;15069;15;f6d66537-fb15-4a90-9645-a639cd040731
5826;normativo;range-20_29;masculino;15078;15;4f781c1b-e76a-4935-bdf2-a6e34bf7e0f2
5827;neofalante;range-20_29;masculino;36042;36;254ac12f-d429-454c-b022-00d46440454b
5828;neofalante;range-20_29;masculino;36042;36;1a9359b3-e3bb-466f-aa90-8f2738bb9ddc
5829;neofalante;range-40_49;masculino;other-location;other-location;c62d229d-8093-43f1-8d8f-40dee889358e
5830;oriental;range-20_29;femenino;27011;27;888c7300-6adc-4e13-a675-269caf68d074
5831;atlantico;range-30_39;masculino;15071;15;5d542850-154c-4c52-af9e-ae7ed0d2b990
5832;not-shared;range-60_69;masculino;15036;15;bfa0f640-195a-41f5-8034-933b5ed6f860
5833;normativo;range-30_39;femenino;36057;36;6348237c-5631-48a7-8799-7b23a53169e0
