column1;accent;age_range;gender;location;province;userid
11660;normativo;less-19;femenino;36057;36;30ce73c4-40df-4973-ba04-aa1ce22463ca
11661;normativo;range-20_29;masculino;27060;27;785d75c5-1a81-4f4e-8662-a9328abf38f2
11662;neofalante;range-20_29;masculino;36042;36;79d2ba49-3b9b-4f8e-a9ca-e5bd7942be75
11663;normativo;range-40_49;masculino;27028;27;022d2ad4-1298-4170-aa1c-30672bd49ba0
11664;not-shared;range-40_49;femenino;36045;36;deaec2b1-95d5-44ab-a614-fb6d7979dd43
11665;not-shared;less-19;femenino;36057;36;b5660e41-2b11-4207-a2da-71d268f15948
11666;not-shared;range-50_59;femenino;32019;32;77cec929-aaa6-4712-8761-518039899ac8
11667;not-shared;less-19;femenino;36057;36;3991e231-c12f-4e70-aec8-137c4bf52e0c
11668;normativo;range-30_39;masculino;27023;27;5cd2e7cd-a74a-4ce5-adc9-6f1d2ad818fb
11669;oriental;range-60_69;femenino;32069;32;55633d24-bcb6-441e-8076-a5e3706995d9
11670;not-shared;range-20_29;masculino;27063;27;625074ad-8ca3-4b7e-9cd0-8f54c420a454
11671;normativo;range-40_49;femenino;36057;36;9797e0de-2695-4d42-84bb-d3fd38e38c3e
11672;normativo;range-40_49;masculino;15004;15;8d578198-44b1-4f50-9ec1-7e4a7dbe2819
11673;normativo;range-40_49;masculino;15004;15;983323c4-05ec-4d32-8471-ab6d6ade4d5b
11674;normativo;range-40_49;femenino;36057;36;e1f49e01-9a20-4693-a319-710c5b0a8ec1
11675;not-shared;range-40_49;femenino;36057;36;82c4bb0b-2680-4c4e-9be8-d85036c5df18
11676;neofalante;less-19;masculino;other-location;other-location;fe051749-98aa-4945-85e3-a50403f3079f
11677;central;range-40_49;femenino;36017;36;d8ea62b6-f0cb-4c09-8273-1ea7078c55a6
11678;normativo;range-40_49;masculino;15004;15;5a78e138-d967-42ba-93a1-1461a282fb50
11679;atlantico;less-19;femenino;36057;36;a55aa789-7985-4750-9533-cace3248e692
11680;not-shared;range-40_49;masculino;36057;36;e14793ec-6ac8-4b7d-980c-3412cb2573dc
11681;atlantico;range-50_59;femenino;15016;15;d952cd40-7422-4007-80fc-9bade39b1531
11682;not-shared;range-40_49;masculino;36057;36;81a5cd4c-2efc-431b-8c6b-e4fa4c1f8c0b
11683;neofalante;range-50_59;femenino;36057;36;bcd7475c-115d-477a-9196-5a1b74e8696d
11684;not-shared;range-40_49;femenino;27027;27;598a5162-4a94-44b8-bbcd-e425ea473e84
11685;central;range-30_39;femenino;32032;32;925f8557-5537-43f0-b49c-a64b6399d45e
11686;central;range-30_39;femenino;32032;32;368e292a-d1aa-48e6-a9cf-87406928f92e
11687;neofalante;range-20_29;masculino;other-location;other-location;28d2d46e-73f2-4e08-8a7e-0c1da712de6e
11688;neofalante;range-20_29;masculino;other-location;other-location;c8772c83-c493-41b9-af56-b588508dd786
11689;normativo;range-20_29;not-shared;36032;36;6ac79555-2eaa-4242-a9be-7174204e1876
11690;not-shared;range-60_69;masculino;36021;36;8f2f2577-8ee0-4ac7-bc95-3c4b479b59ca
11691;neofalante;range-40_49;femenino;other-location;other-location;9e28131c-5aa8-49a3-8c78-2d630684f421
11692;not-shared;range-60_69;masculino;36021;36;652c3175-eb80-4fc7-a9bf-5d3b693259d6
11693;not-shared;range-60_69;masculino;36021;36;df9502bc-0040-45ff-b5f0-09b964a91edd
11694;not-shared;range-60_69;masculino;36021;36;dc4571a1-740c-4259-b9a2-3fa910711cb7
11695;normativo;range-40_49;femenino;15078;15;99b520f3-c8d6-44b1-9ba3-35f584212947
11696;normativo;range-40_49;femenino;15078;15;47e775f1-2364-4ea5-a81b-e35fa3fd013c
11697;normativo;range-40_49;femenino;15078;15;35a2066f-b51a-44f2-a084-1e21566f7822
11698;neofalante;range-20_29;masculino;36042;36;e379485c-13f1-4291-a531-835c3b045710
11699;normativo;range-50_59;femenino;32054;32;ae619d47-0de3-4bf2-bf2e-658840853b5c
11700;normativo;range-40_49;masculino;27028;27;b32ea48e-5913-4f52-acc1-b628026385ac
11701;normativo;range-20_29;not-shared;36032;36;02a2c71b-aba1-417f-ad2a-5e706c3db1e7
11702;normativo;range-40_49;masculino;15004;15;7cdaf333-c32b-4116-bad1-f05746fd3ef2
11703;neofalante;range-50_59;femenino;32001;32;fb8bfe78-6748-4a9b-a1f6-18a364dfb932
11704;normativo;range-40_49;masculino;15004;15;d4d2a53c-06e3-458e-8aa0-0391b15c4e57
11705;not-shared;range-20_29;masculino;36055;36;6decfc82-1bfc-4377-a468-1a29c3106ac8
11706;neofalante;range-50_59;femenino;32001;32;f0a13faf-9afa-4437-9ed0-263b3eb0955b
11707;neofalante;range-50_59;femenino;32001;32;fe634c85-2530-4a2d-b92a-2ca7cdcaa0cc
11708;neofalante;range-50_59;femenino;32001;32;bd9b1484-e779-4a77-a1c1-98576b7d81ff
11709;atlantico;range-30_39;masculino;36060;36;352fb51b-afd4-4f92-9c94-1a90ddcbd893
11710;normativo;range-20_29;femenino;other-location;other-location;d2e34077-5e7f-45be-a8cb-e51ac98c18d0
11711;neofalante;range-50_59;masculino;other-location;other-location;4be40e63-3927-45fb-a6a7-1c204176404b
11712;atlantico;range-50_59;femenino;15077;15;0a79a4dd-055d-4291-8215-5182c430884b
11713;atlantico;range-50_59;femenino;15077;15;48bbfdbe-d49b-4540-9831-60b8015695a1
11714;atlantico;range-50_59;femenino;15077;15;b8b80da0-c5f2-48ad-95bb-0104a37f7218
11715;atlantico;range-50_59;masculino;36057;36;46e293d6-5b74-4f29-82e9-7e28e641e03a
11716;neofalante;less-19;masculino;36057;36;8d69491e-d858-47b1-905e-3c900aa275c5
11717;neofalante;less-19;femenino;36057;36;cf7df64b-3b26-4b00-a2ab-0b0b2470ccf1
11718;atlantico;range-20_29;masculino;15019;15;acf1123f-6415-4198-afa7-d7232aa9ecdc
11719;atlantico;range-50_59;masculino;36051;36;d8524525-80f2-4ffd-8849-edf0b8220ac2
11720;not-shared;less-19;not-shared;32054;32;d1ec3c6b-b33e-4bc9-bbfa-a9795d54626e
11721;atlantico;range-40_49;masculino;15020;15;5edf2d18-a72d-48d7-be75-66dabe7745b8
11722;normativo;range-30_39;masculino;36036;36;eaf13f90-4768-47c0-9ce5-8004dd18ddd2
11723;neofalante;range-40_49;femenino;15030;15;6d936e1a-0c19-4e81-96ab-708070bdfbc4
11724;not-shared;range-20_29;masculino;27039;27;94e5d7d9-d0c5-4904-9565-fbb4eedd849b
11725;normativo;range-20_29;femenino;15050;15;15a52869-f343-4a78-8cc3-185520563938
11726;not-shared;range-50_59;masculino;36053;36;cfe749b6-1edd-47f8-ae47-36dd9b1de1d5
11727;central;range-20_29;femenino;36017;36;cbb88212-5596-4960-8fd1-8b4c04bccf12
11728;normativo;range-20_29;femenino;15078;15;1a01e81d-2b50-4669-8d24-a53b3e70ad39
11729;not-shared;less-19;masculino;36057;36;f69f844a-e6c2-4a49-8dc5-826858fff15e
11730;not-shared;range-40_49;femenino;36057;36;a8edf48b-85fb-4623-bd4b-9ca62c55ee08
11731;oriental;range-40_49;not-shared;32091;32;23ff161f-ba61-47d0-9dea-adf13b9cb1b2
11732;atlantico;range-30_39;masculino;36008;36;eae93d76-be16-4c6e-943b-23a8588b53fd
11733;atlantico;range-20_29;femenino;15036;15;6e2c0f14-ec3b-4efc-912e-29d580cd2410
11734;oriental;range-40_49;femenino;32091;32;a6569c94-7efd-41c8-8043-bc52c6da4894
11735;normativo;less-19;masculino;36057;36;9b7bf2dd-c4ec-408c-abde-991a43de8088
11736;neofalante;range-20_29;masculino;36042;36;4f43d140-967a-4938-b76d-dcf78e323eea
11737;atlantico;range-40_49;femenino;15037;15;4218692a-e904-4161-bec5-ac7f7f0d96ac
11738;neofalante;less-19;masculino;36022;36;66157274-fd85-42a9-b39d-645df8c9f3e3
11739;central;less-19;masculino;36022;36;d669321f-cb0c-468c-94a3-1aede3f0f987
11740;not-shared;not-shared;not-shared;not-shared;not-shared;48cc6329-64e8-487f-a600-778e9c9542ff
11741;neofalante;less-19;masculino;36022;36;5172d0fe-129e-4e85-bb7a-d8532306025d
11742;normativo;range-50_59;femenino;15036;15;6ee308fb-1171-4602-a703-88faa7523fe4
11743;not-shared;range-40_49;femenino;36057;36;ba9616ae-f9e3-461b-93f8-af1dc457c87e
11744;normativo;range-40_49;masculino;15054;15;4f748730-339f-446f-baf6-abeb12459568
11745;normativo;range-50_59;femenino;15036;15;ff84edf0-7fbc-4f45-9e7a-c461a5d9f277
11746;normativo;range-50_59;femenino;15036;15;588fccc6-3427-4c00-98cb-c6b892d0dbb5
11747;normativo;less-19;masculino;36022;36;439a06b4-3065-4942-8392-f4ac7cc07c7b
11748;normativo;range-40_49;masculino;27056;27;3d3163a4-dd1e-48b5-95cf-2b9eb7b3b4d6
11749;normativo;range-50_59;femenino;15036;15;744184ab-9f45-4308-b010-d62152c9013b
11750;neofalante;less-19;not-shared;15002;15;b3a20c19-9451-4687-80bc-afa50eb89092
11751;atlantico;less-19;masculino;36022;36;929984b3-f2e0-453f-81ee-1f7bee85a4b6
11752;neofalante;less-19;not-shared;36022;36;16e88e28-1bcd-4ede-a8a6-4ed4a244e4d5
11753;not-shared;less-19;femenino;36022;36;2b91ce92-7732-4aad-9ad0-25dc01792064
11754;neofalante;range-40_49;masculino;36045;36;7bd748ad-cb6f-4dc8-a92c-d5289e36a146
11755;normativo;range-40_49;masculino;15004;15;120edc65-ef4a-42e3-9bcb-331a85751e86
11756;atlantico;range-30_39;masculino;36008;36;f9d03eab-a607-4907-99ab-8da69739ea29
11757;normativo;range-40_49;femenino;36057;36;3255bbbe-083f-429a-9629-7e8a06fd7844
11758;normativo;range-60_69;femenino;36057;36;9ee3aec2-e156-4475-b2a9-9c8b0a713fb9
11759;central;less-19;femenino;36022;36;da3f925e-0318-4d89-b9c8-aeb24b133795
11760;normativo;range-20_29;femenino;32019;32;c85daa6d-3c2b-4c1f-8e18-b4fd901461b0
11761;central;range-20_29;femenino;36042;36;d2b6e92c-18bb-493b-b8c7-37503981766e
11762;central;range-20_29;femenino;36042;36;b5a5b912-09b3-4403-9dcf-e472d56c21e6
11763;normativo;range-20_29;masculino;15028;15;afc97d3a-2646-41de-83a3-22426a41f20d
11764;neofalante;range-60_69;femenino;36017;36;521edcda-3781-4fa6-99c6-40de1fddb23f
11765;oriental;range-20_29;masculino;27001;27;ac623c1f-6d7c-48fa-85a5-c781a9ce3b27
11766;atlantico;range-30_39;masculino;other-location;other-location;5cd7117c-1e9c-458a-9354-74091ef8ef41
11767;normativo;range-60_69;femenino;27028;27;85ba95cd-f966-4f44-be28-40756c51cc2a
11768;oriental;range-60_69;masculino;27028;27;4fe0e35f-b533-418c-802e-490e68dcd927
11769;not-shared;range-40_49;femenino;32054;32;c7a2072b-6244-43d8-9756-0d40c574539f
11770;central;range-20_29;femenino;32006;32;a15d7835-db97-4b59-b417-fbe510991237
11771;central;range-20_29;femenino;32006;32;e0f7af94-8fe7-492c-a9c4-dfcb1763832c
11772;central;range-40_49;masculino;32045;32;edceeb89-65ed-4c50-a7af-17c35335f637
11773;neofalante;less-19;masculino;36057;36;c95701d9-7292-4f36-b1aa-7aae31dc0c83
11774;normativo;range-20_29;masculino;15028;15;5d792b18-1fe8-48b5-9be2-c3e3f5565c94
11775;neofalante;range-20_29;femenino;other-location;other-location;936045d3-045c-490a-947a-377deb834ccd
11776;neofalante;range-20_29;femenino;not-shared;other-location;baf01f4a-d77f-4c1a-a67c-17b39d3d80ae
11777;normativo;range-20_29;masculino;36017;36;22fc0d7b-4bea-42cb-8419-7c32bddf7607
11778;oriental;range-50_59;femenino;32054;32;d6349b8c-cfb4-4594-8cea-07016d70fdff
11779;normativo;range-40_49;femenino;36038;36;75a27992-aae1-4c1b-a849-139619c1516b
11780;normativo;range-50_59;femenino;15030;15;bad24d3d-bc5d-419f-80d3-de8e98718f72
11781;neofalante;less-19;femenino;36902;36;ff0c12ac-b6aa-410e-bb17-a24bbdaee273
11782;not-shared;range-50_59;femenino;36053;36;1d292320-4d7a-486f-b20d-8d40387c2af7
11783;normativo;range-50_59;femenino;36053;36;8a2d8f9c-853f-49d0-8561-ad7453708d44
11784;not-shared;range-50_59;masculino;36038;36;3799f172-402b-4e2a-84fe-38ca316cacea
11785;neofalante;range-40_49;femenino;36038;36;b6d1cce0-16f0-4713-abfa-998cbe758f0d
11786;normativo;range-50_59;masculino;36038;36;a262cbf1-fa13-43bb-ad6e-ca19343f6dee
11787;normativo;range-60_69;masculino;27016;27;ea0589e4-5b21-4095-b261-ca5fffc43c4f
11788;normativo;range-50_59;femenino;27021;27;8b582407-800c-4775-9be2-c50c5c7ca07e
11789;neofalante;range-40_49;femenino;36041;36;7909af77-a70d-4967-8612-dd41512122ac
11790;normativo;range-60_69;masculino;27016;27;f0354ec7-482e-410e-b83f-196ec6e295e3
11791;atlantico;range-30_39;masculino;15075;15;45222fe0-b6d2-4d6d-ae0f-47e279c74a78
11792;atlantico;range-30_39;masculino;15075;15;f661c982-9d10-4a8f-aa6d-1cde9d9c5833
11793;atlantico;range-30_39;masculino;15075;15;377689ad-d7b0-4793-bfca-320bc362b47a
11794;not-shared;range-50_59;femenino;27019;27;2ce8a314-ee44-4f3d-85f3-f7ecb009d0bf
11795;atlantico;range-30_39;masculino;36060;36;ba8473d0-473f-495f-8aa0-3c4edf390931
11796;normativo;range-40_49;femenino;36038;36;526e6166-6f80-4cd3-a306-28c35094ca5d
11797;normativo;range-40_49;masculino;36006;36;c9148c40-02b7-46e7-9c5a-e6762bdb6640
11798;atlantico;range-50_59;femenino;15016;15;3162a9c5-f9f3-4e61-a33c-1502e2b0dfba
11799;not-shared;range-30_39;masculino;15075;15;56e97e68-90ca-407a-8257-f8e00b51b825
11800;not-shared;range-30_39;masculino;15075;15;afd6875d-66cf-4af3-b26b-95e834cc0279
11801;normativo;range-40_49;masculino;36038;36;5c436b05-6965-46f7-90b3-43da600e8a3c
11802;normativo;range-40_49;masculino;32052;32;4e21d00c-8b3a-40bc-beee-d1d6ebb644ae
11803;normativo;range-40_49;femenino;36038;36;3ec04f6b-fea7-4678-83cd-75b4700b4cdf
11804;atlantico;range-30_39;masculino;36051;36;5ceb5847-116d-4cc4-bdea-c61e17c892f5
11805;normativo;range-50_59;masculino;36038;36;c3d67a50-fd24-4628-a2d9-6fce44630aac
11806;normativo;range-40_49;masculino;15004;15;aea3539b-f628-4077-84f0-daf49b36c09e
11807;normativo;range-20_29;masculino;36038;36;603b5a35-e903-4773-bfc3-9f0db5f1f802
11808;not-shared;range-50_59;femenino;27019;27;761aea6a-e868-4e77-8c53-cd5c3258d888
11809;normativo;range-20_29;masculino;36038;36;c2671cb9-8a7e-414b-aea5-102b9ad1ad03
11810;neofalante;range-60_69;femenino;36038;36;f062c09e-6d4b-4ec5-83fd-627eddad6353
11811;central;range-30_39;masculino;36051;36;d746a584-ce5b-45b1-ac4f-c6e2a0aede12
11812;not-shared;range-40_49;femenino;36039;36;55627da9-646a-47f1-b375-a3525b4cadd9
11813;normativo;range-40_49;femenino;36038;36;9ea920dc-c170-4708-914c-3f89f380f7b4
11814;oriental;range-30_39;masculino;32046;32;d4ff41bd-f08e-4f81-be8a-3dd6a74c6e47
11815;normativo;range-50_59;masculino;other-location;other-location;3837fbb0-cad6-452b-bf85-86029a1e21ed
11816;normativo;range-50_59;masculino;other-location;other-location;3464d8e8-894c-4516-a6b4-7446abcfdc73
11817;normativo;range-40_49;masculino;36038;36;eb46d2a1-bc20-4675-9b1d-cfa689512adf
11818;normativo;range-30_39;masculino;27065;27;bce71821-15c1-4028-84c7-cd7c358a9ffd
11819;atlantico;range-50_59;femenino;36026;36;1687bfc3-f813-4d51-bb8b-57c806588ebf
11820;normativo;range-20_29;femenino;36038;36;620451ee-25a1-4f28-a55f-fe6f1182a478
11821;normativo;range-30_39;masculino;36038;36;2378f788-804e-44be-8188-dced551e5ccf
11822;normativo;range-20_29;femenino;36037;36;94bdebc4-10f4-462d-a729-d09589c95537
11823;normativo;range-20_29;femenino;36037;36;1fd0bc33-e113-4763-9ceb-f2fb9700defe
11824;normativo;range-20_29;masculino;15078;15;4f603071-2394-4718-a4a0-0fcb5b1f50d5
11825;not-shared;range-50_59;masculino;27027;27;03ddea86-70b4-4cd3-83ad-cccf27be8fb8
11826;normativo;range-20_29;femenino;36037;36;25c38248-30d1-461d-9ff1-154729b5ae80
11827;normativo;range-20_29;masculino;15078;15;6c21f056-4bbf-481d-a6ea-056237397c3e
11828;normativo;range-30_39;femenino;36057;36;a1c28864-bc7f-4542-ab2e-1370ac327334
11829;central;range-50_59;masculino;32004;32;f1b42c18-8358-45cd-a6e9-ebba380d3e48
11830;central;range-50_59;masculino;32004;32;fcf6c32f-2039-4c63-b355-a8812ea57b11
11831;central;range-50_59;masculino;32004;32;a3544f97-a7ce-4fc1-b401-99a79a8be0bd
11832;normativo;range-30_39;masculino;15078;15;a6ccd1b5-9c3e-47a2-aba3-642edff6a13a
11833;oriental;range-50_59;femenino;27027;27;c4d4ad4e-b11d-4582-948d-88511b7761b5
11834;central;range-60_69;femenino;15046;15;3ef23929-1101-4c37-809f-7a4ec323fc9c
11835;neofalante;range-20_29;masculino;15036;15;0a13f155-83e0-423a-b144-991a90ca7fff
11836;central;range-20_29;femenino;32061;32;6c63b282-58d8-4187-9147-21680d755d30
11837;normativo;range-40_49;masculino;15004;15;1fe7ac93-6895-402a-9cec-c1a4d85ceb73
11838;normativo;range-30_39;femenino;15078;15;dcedf23b-89b6-4aea-b9f1-1960ed846a70
11839;central;range-40_49;femenino;36002;36;90371f2e-a01e-4620-9097-a0bc9abd3a87
11840;normativo;range-50_59;femenino;27028;27;09882a8f-8ab2-40ab-a97c-beabd52557a5
11841;not-shared;range-40_49;masculino;36036;36;a6eeb28d-4b15-4e0a-b45b-240e4a57ff44
11842;normativo;range-20_29;masculino;36028;36;83a1de63-5511-48ad-aac2-940b407eed09
11843;normativo;range-20_29;masculino;36028;36;7473ddd3-c328-44db-86be-eb586b135bce
11844;normativo;range-20_29;masculino;36028;36;b63ab3e7-e25d-476e-9a0d-ef208281cde7
11845;normativo;range-20_29;masculino;36028;36;6ecdcd8c-85e5-45ac-bee1-1445cadfef00
11846;normativo;range-60_69;femenino;36038;36;63663d6b-bde0-407d-b13a-a1b6b1f642d7
11847;normativo;range-60_69;femenino;36038;36;a2cb892b-912d-491a-943d-df83dcf31edb
11848;normativo;range-40_49;femenino;36026;36;eeac74f5-d636-44ae-8c2d-6723fd091054
11849;atlantico;range-40_49;femenino;36026;36;b3c556d2-21af-4cbb-a788-78c88cfe91e9
11850;not-shared;range-40_49;femenino;36045;36;569cd53d-7d18-4d35-ba0f-bc8a2929e026
11851;not-shared;range-40_49;femenino;36045;36;626626c3-d3bf-41c9-8789-6a645fa2a7ce
11852;not-shared;range-60_69;femenino;36038;36;9cbdfbc0-9612-4e7b-a9e7-5cd1f12f3faa
11853;normativo;range-40_49;masculino;36057;36;4a55aa76-7545-46de-b763-fef6c34a5f3c
11854;normativo;range-50_59;femenino;27028;27;b4f508ea-2a3e-4007-b051-8d27a2848f49
11855;normativo;range-20_29;masculino;36028;36;e0f6b542-02f7-439b-8685-74f0a3094b40
11856;central;less-19;femenino;32081;32;84a2fb65-8e12-4c87-881b-724fa845abd0
11857;normativo;range-20_29;masculino;36026;36;eed24a3f-c1e8-47b7-a5c9-4cb3cd6c1502
11858;not-shared;range-60_69;femenino;27019;27;e4d20156-75b8-4de1-a432-3ae70be6ae2c
11859;normativo;range-50_59;masculino;other-location;other-location;098c1b60-3941-4ca3-a40a-89b67122f964
11860;normativo;range-50_59;masculino;36057;36;051da6ac-bbd4-4b64-9ca1-db889699d00b
11861;normativo;range-30_39;masculino;36026;36;93aae55c-b323-4ecf-88c9-7f81831804fd
11862;normativo;range-50_59;masculino;other-location;other-location;d6e2265d-63fd-4c45-92fd-9f92579577b8
11863;normativo;range-50_59;femenino;36005;36;517194a6-779f-4ef9-956d-0e6a9d32d260
11864;normativo;less-19;masculino;36057;36;a4c7f1c1-b151-43ec-ab44-fa659463c00f
11865;neofalante;range-40_49;masculino;27051;27;18c1addb-6caa-424a-886a-221d7474b2d1
11866;not-shared;range-30_39;femenino;27015;27;bc503b84-7306-4f14-8238-604ec11521ef
11867;neofalante;range-20_29;masculino;36042;36;9e02af19-9627-490e-a5a0-454a1afb267d
11868;neofalante;range-60_69;masculino;15078;15;57ab8c58-c7b1-4b5f-821e-812f531e8cee
11869;neofalante;range-60_69;masculino;15078;15;c7d96910-ce5d-4dd5-8b08-a059cf2f42b9
11870;neofalante;range-60_69;masculino;15078;15;0c51d81e-4804-4817-ae39-793eb57d7911
11871;normativo;range-50_59;femenino;15078;15;d396d547-b63a-4bdd-a608-d8f1d21bc218
11872;normativo;less-19;masculino;15031;15;6b5ff521-dff6-49b7-8403-e17cb42a957b
11873;normativo;range-40_49;masculino;15046;15;271d9134-832b-4ecf-85ff-bf4ef945749c
11874;not-shared;range-20_29;femenino;36010;36;3dc8ef04-f879-4167-b2fe-939f17d7eb13
11875;normativo;range-30_39;femenino;27051;27;4d6225fa-20ff-4329-a8c7-1923ba28f18d
11876;normativo;range-40_49;femenino;36038;36;899810b4-dd67-4c26-8697-b77aa28294d8
11877;atlantico;range-50_59;masculino;36050;36;b605b042-3a05-4b94-ab19-9e34b5bb22b2
11878;normativo;range-50_59;femenino;36005;36;c99cbe3b-66f8-4f04-9c86-0f2dbc8b8de4
11879;normativo;range-50_59;femenino;36005;36;7eef9e4f-fc6b-4399-8ead-f7d492e3ed80
11880;normativo;range-40_49;masculino;15004;15;882ff2b8-e0ba-4a75-90b4-58893d66460d
11881;not-shared;range-20_29;femenino;27057;27;0d02d347-9d85-443c-bf75-2dce86189437
11882;not-shared;less-19;femenino;36901;36;09a7d936-14ec-4ab4-9e99-8edd69c83917
11883;central;range-40_49;masculino;36050;36;c4f4015a-49fd-4787-98d1-8802a2012c39
11884;central;range-40_49;masculino;36050;36;8654a7c1-1fa6-41d8-9165-70ccf7bb6ff6
11885;central;range-40_49;masculino;36050;36;e2e1d93a-f78e-4c1a-8062-796cfb4fdfb0
11886;normativo;range-20_29;femenino;15035;15;9d995858-4140-44bd-82d3-c3e0e96dcfd9
11887;normativo;range-20_29;femenino;15035;15;84c36e20-a52c-436e-8ab1-2ce9d5bcd803
11888;normativo;range-40_49;masculino;36057;36;a4e7de8f-a7d3-45a6-a12f-54d3276e0241
11889;oriental;range-30_39;femenino;27041;27;9e38ca95-06c0-4555-9642-bf8e265fa05d
11890;atlantico;range-40_49;masculino;15019;15;656920e2-36f9-4d41-b30e-679f37a49b57
11891;normativo;range-30_39;masculino;27043;27;5b0dff41-e30f-4b1e-984b-20b9215d4285
11892;not-shared;range-40_49;masculino;15035;15;160dd891-4ad3-4389-a729-f71a8c0371f3
11893;central;range-40_49;femenino;36018;36;f317ebd2-fefe-4544-80ae-7de62793be44
11894;normativo;range-40_49;masculino;15004;15;48b26e15-a36f-4808-8ec3-60afe568ea83
11895;central;range-50_59;masculino;15029;15;7ce5ca01-99c0-46ec-9f1a-60f990218f17
11896;neofalante;range-40_49;femenino;36057;36;ce0c95da-a159-44d7-8a05-63385cadfc06
11897;normativo;range-40_49;femenino;36057;36;437a5c83-be85-4f89-ba8d-9ebaa668e834
11898;not-shared;range-30_39;femenino;15017;15;0c3f0c5d-1416-43bb-835d-38ca079f71fd
11899;normativo;less-19;masculino;36045;36;2b80d86e-2e70-4450-94dc-2988c898a7ad
11900;normativo;not-shared;femenino;15054;15;0169f404-ba4f-4323-9257-26203ed2017b
11901;normativo;range-40_49;masculino;15004;15;73708f20-7a11-4b98-87e2-2fb624a557e6
11902;central;range-20_29;femenino;32054;32;30cb2047-6b30-4fd6-87a1-aa6748f8874e
11903;central;range-20_29;femenino;32054;32;38bdda04-8100-451d-8f37-8b8c86decff2
11904;normativo;range-40_49;femenino;15049;15;8c268afc-bf02-4aad-90b1-83d46eaa71f0
11905;atlantico;range-40_49;femenino;15073;15;b3f9b321-d6f0-4ceb-87c7-a5fdd973939d
11906;central;range-30_39;masculino;15078;15;54d4cce9-d013-4bd8-a5b3-8adcced98bfc
11907;central;range-30_39;masculino;15078;15;95aa2d85-2e44-454f-b398-1e95492cc587
11908;central;range-30_39;masculino;15019;15;fe79fbf8-2928-414e-bf61-c712df76d754
11909;not-shared;range-50_59;masculino;32001;32;70e8b7f0-54ca-48b1-b6b3-eae5a0561248
11910;not-shared;range-50_59;masculino;32001;32;095480df-22d4-4197-ba18-d92791d4b22d
11911;central;range-40_49;femenino;36042;36;1e23fc13-2da3-4555-a524-dbceeb7c65ff
11912;atlantico;range-40_49;masculino;15019;15;d3b37837-f778-40fe-b6fb-d8d73b2f9675
11913;atlantico;range-60_69;masculino;15058;15;14a2db06-cb22-4ed9-80da-c75ae9805d69
11914;not-shared;range-30_39;not-shared;32034;32;38619b3c-d15a-4c09-9f30-791df41de5d0
11915;normativo;range-30_39;masculino;32034;32;be9d8ccc-4c86-4750-8111-09aa51fb842a
11916;oriental;range-40_49;masculino;27046;27;11eae9b3-fa5f-4e93-8fc3-22fec0bf64d6
11917;oriental;range-40_49;masculino;27046;27;5159bd16-fa97-40b4-8c0d-614f93b6dfbd
11918;oriental;range-40_49;masculino;27046;27;4d7ea9ba-1307-4a5f-bb19-3383968f7378
11919;normativo;range-30_39;femenino;15078;15;a30bc1d2-0539-43e8-b112-39a1dd7ec206
11920;oriental;range-40_49;masculino;27046;27;922b6663-0020-49e9-8924-f59dba36eea1
11921;normativo;range-40_49;masculino;32052;32;f8b6c7a2-9bd8-4f5c-b805-aebde3d21209
11922;normativo;range-40_49;femenino;36038;36;50fa5625-8779-4cd1-b833-e145227bb5b4
11923;not-shared;range-40_49;femenino;36045;36;a156548f-baba-48dd-bf17-cfaa749df852
11924;normativo;range-40_49;femenino;36038;36;0ad7751b-287d-49b8-9aef-3d6d8138d2c5
11925;normativo;range-40_49;masculino;15004;15;7de50d64-ebff-4d54-8412-efb9c4db02f0
11926;normativo;range-20_29;femenino;27042;27;611cc846-9fe9-47e0-a480-0daf1f1871f5
11927;neofalante;less-19;femenino;15007;15;379aad5f-d8c3-43ba-b688-8e95d0e6b983
11928;neofalante;range-20_29;masculino;36042;36;081fd7ee-1ce7-4d95-b08b-a31f2e9d5c37
11929;neofalante;range-40_49;femenino;36058;36;f356bbe6-19af-47bd-b721-b185b0ba1e7b
11930;normativo;range-30_39;femenino;27902;27;7b2d5f98-dcd1-41d7-8d25-5434d28fef95
11931;normativo;range-20_29;femenino;32008;32;5903d640-31c7-48c6-b7e0-9d3a032a46b3
11932;neofalante;range-60_69;masculino;15036;15;75be9b8e-fd53-49f7-b986-1180445e05a2
11933;central;range-60_69;femenino;15078;15;2b2b395e-d2ef-478d-b8ae-548e76afe041
11934;central;range-60_69;femenino;15078;15;de85798e-f81c-4e10-b40e-ad69f800c8f5
11935;not-shared;range-50_59;femenino;36057;36;db5fb2ee-2dbb-4b12-90ce-09c1e967eecd
11936;normativo;range-40_49;masculino;36038;36;a2135cc1-1995-4a57-8e34-9a4884b2470a
11937;normativo;range-40_49;masculino;36057;36;a13f778d-55a2-4ee6-b5c9-548f64210a0e
11938;neofalante;range-20_29;femenino;15019;15;2daf4c2b-179e-4703-aa28-9dd766f7a69a
11939;neofalante;range-20_29;femenino;15019;15;5d32893e-fe65-4dc1-b57e-a09c717279c1
11940;not-shared;range-40_49;femenino;36045;36;0a66a878-250b-4c6f-b926-c3e381954042
11941;not-shared;less-19;masculino;36057;36;224a080c-6798-4f7e-9be3-113c74c0af0f
11942;atlantico;range-30_39;femenino;36004;36;e04f7aa9-ce36-43b6-a8f7-9c668c745e72
